ENSEMBL,SYMBOL
15011,ENSG00000180764,PIPSL
15012,ENSG00000180767,CHST13
15013,ENSG00000180769,WDFY3-AS2
15014,ENSG00000180770,OR7E129P
15015,ENSG00000180772,AGTR2
15016,ENSG00000180773,SLC36A4
15017,ENSG00000180776,ZDHHC20
15018,ENSG00000180777,ANKRD30B
15019,ENSG00000180785,OR51E1
15020,ENSG00000180787,ZFP3
15021,ENSG00000180801,ARSJ
15023,ENSG00000180806,HOXC9
15024,ENSG00000180815,MAP3K15
15025,ENSG00000180817,PPA1
15026,ENSG00000180818,HOXC10
15027,ENSG00000180822,PSMG4
15028,ENSG00000180828,BHLHE22
15029,ENSG00000180834,MAP6D1
15030,ENSG00000180846,CSNK1G2-AS1
15031,ENSG00000180855,ZNF443
15032,ENSG00000180861,LINC01559
15034,ENSG00000180869,LINC01555
15035,ENSG00000180871,CXCR2
15036,ENSG00000180872,DEFB112
15037,ENSG00000180875,GREM2
15038,ENSG00000180878,C11orf42
15039,ENSG00000180879,SSR4
15040,ENSG00000180881,CAPS2
15041,ENSG00000180884,ZNF792
15042,ENSG00000180891,CUEDC1
15043,ENSG00000180900,SCRIB
15044,ENSG00000180901,KCTD2
15045,ENSG00000180902,D2HGDH
15046,ENSG00000180909,OR52B1P
15047,ENSG00000180910,TTTY11
15048,ENSG00000180913,OR56B3P
15049,ENSG00000180914,OXTR
15050,ENSG00000180917,CMTR2
15051,ENSG00000180919,OR56B4
15052,ENSG00000180921,FAM83H
15053,ENSG00000180926,OR7E18P
15054,ENSG00000180929,GPR62
15055,ENSG00000180934,OR56A1
15056,ENSG00000180938,ZNF572
15057,ENSG00000180953,ST20
15058,ENSG00000180957,PITPNB
15059,ENSG00000180964,TCEAL8
15060,ENSG00000180974,OR52E4
15061,ENSG00000180979,LRRC57
15062,ENSG00000180988,OR52N2
15063,ENSG00000180992,MRPL14
15064,ENSG00000180998,GPR137C
15065,ENSG00000180999,C1orf105
15066,ENSG00000181001,OR52N1
15067,ENSG00000181004,BBS12
15068,ENSG00000181007,ZFP82
15069,ENSG00000181009,OR52N5
15071,ENSG00000181016,LSMEM1
15072,ENSG00000181017,OR56B2P
15073,ENSG00000181019,NQO1
15074,ENSG00000181023,OR56B1
15075,ENSG00000181026,AEN
15076,ENSG00000181027,FKRP
15077,ENSG00000181029,TRAPPC5
15078,ENSG00000181031,RPH3AL
15079,ENSG00000181035,SLC25A42
15080,ENSG00000181036,FCRL6
15081,ENSG00000181038,METTL23
15082,ENSG00000181045,SLC26A11
15083,ENSG00000181061,HIGD1A
15084,ENSG00000181072,CHRM2
15085,ENSG00000181074,OR52N4
15086,ENSG00000181085,MAPK15
15087,ENSG00000181090,EHMT1
15088,ENSG00000181092,ADIPOQ
15091,ENSG00000181104,F2R
15092,ENSG00000181109,OR52P1
15093,ENSG00000181123,LOC107985579
15094,ENSG00000181126,HLA-V
15095,ENSG00000181135,ZNF707
15096,ENSG00000181135,LOC101928160
15097,ENSG00000181143,MUC16
15098,ENSG00000181163,NPM1
15099,ENSG00000181171,FER1L6-AS1
15100,ENSG00000181191,PJA1
15101,ENSG00000181192,DHTKD1
15102,ENSG00000181195,PENK
15103,ENSG00000181201,H2BC27P
15104,ENSG00000181211,HECW1-IT1
15105,ENSG00000181214,OR8G2P
15106,ENSG00000181215,C4orf50
15107,ENSG00000181218,H2AC25
15108,ENSG00000181220,ZNF746
15109,ENSG00000181222,POLR2A
15111,ENSG00000181234,TMEM132C
15112,ENSG00000181240,SLC25A41
15113,ENSG00000181260,MTHFD2P7
15114,ENSG00000181264,TLCD5
15115,ENSG00000181273,OR5AK2
15116,ENSG00000181274,FRAT2
15117,ENSG00000181282,OR5AK3P
15118,ENSG00000181284,TMEM102
15119,ENSG00000181291,TMEM132E
15120,ENSG00000181296,OR5G1P
15121,ENSG00000181315,ZNF322
15122,ENSG00000181322,NME9
15123,ENSG00000181323,SPEM1
15124,ENSG00000181325,OR9G3P
15125,ENSG00000181333,HEPHL1
15126,ENSG00000181350,LRRC75A
15128,ENSG00000181358,CTAGE10P
15129,ENSG00000181359,HSP90AA6P
15130,ENSG00000181371,OR5M8
15131,ENSG00000181374,CCL13
15132,ENSG00000181378,CFAP65
15133,ENSG00000181381,DDX60L
15134,ENSG00000181392,SYNE4
15136,ENSG00000181396,OGFOD3
15137,ENSG00000181404,WASHC1
15138,ENSG00000181408,UTS2R
15139,ENSG00000181409,AATK
15140,ENSG00000181418,DDN
15141,ENSG00000181433,SAGE1
15142,ENSG00000181444,ZNF467
15143,ENSG00000181449,SOX2
15144,ENSG00000181450,ZNF678
15145,ENSG00000181458,TMEM45A
15146,ENSG00000181467,RAP2B
15147,ENSG00000181472,ZBTB2
15148,ENSG00000181481,RNF135
15149,ENSG00000181499,OR6T1
15151,ENSG00000181513,ACBD4
15152,ENSG00000181514,LOC643067
15153,ENSG00000181518,OR8D4
15154,ENSG00000181523,SGSH
15155,ENSG00000181524,RPL24P4
15156,ENSG00000181541,MAB21L2
15157,ENSG00000181544,FANCB
15158,ENSG00000181552,EDDM3B
15159,ENSG00000181555,SETD2
15160,ENSG00000181562,EDDM3A
15161,ENSG00000181577,LINC03040
15162,ENSG00000181585,TMIE
15163,ENSG00000181588,MEX3D
15164,ENSG00000181609,OR52D1
15165,ENSG00000181610,MRPS23
15166,ENSG00000181616,OR52H1
15167,ENSG00000181617,FDCSP
15168,ENSG00000181619,GPR135
15169,ENSG00000181625,SLX1B
15170,ENSG00000181626,ANKRD62
15171,ENSG00000181631,P2RY13
15172,ENSG00000181634,TNFSF15
15173,ENSG00000181638,ZFP41
15174,ENSG00000181649,PHLDA2
15175,ENSG00000181652,ATG9B
15176,ENSG00000181656,GPR88
15177,ENSG00000181666,ZNF875
15179,ENSG00000181690,PLAG1
15180,ENSG00000181693,OR8H1
15181,ENSG00000181698,OR5T1
15182,ENSG00000181704,YIPF6
15184,ENSG00000181718,OR5T2
15185,ENSG00000181722,ZBTB20
15186,ENSG00000181733,OR2Z1
15188,ENSG00000181744,DIPK2A
15189,ENSG00000181751,MACIR
15190,ENSG00000181752,OR8K5
15191,ENSG00000181754,AMIGO1
15192,ENSG00000181761,OR8H3
15193,ENSG00000181767,OR8H2
15194,ENSG00000181773,GPR3
15195,ENSG00000181778,TMEM252
15196,ENSG00000181780,OR5J1P
15197,ENSG00000181781,ODF3L2
15198,ENSG00000181785,OR5AS1
15199,ENSG00000181786,ACTL9
15200,ENSG00000181788,SIAH2
15201,ENSG00000181789,COPG1
15202,ENSG00000181790,ADGRB1
15203,ENSG00000181798,LINC00471
15204,ENSG00000181800,CELF2-AS1
15205,ENSG00000181803,OR6S1
15206,ENSG00000181804,SLC9A9
15207,ENSG00000181817,LSM10
15209,ENSG00000181826,RELL1
15210,ENSG00000181827,RFX7
15211,ENSG00000181830,SLC35C1
15212,ENSG00000181837,OR5D17P
15213,ENSG00000181847,TIGIT
15214,ENSG00000181852,RNF41
15215,ENSG00000181856,SLC2A4
15216,ENSG00000181867,FTMT
15217,ENSG00000181873,IBA57
15218,ENSG00000181885,CLDN7
15219,ENSG00000181894,ZNF329
15220,ENSG00000181896,ZNF101
15221,ENSG00000181903,OR4C6
15222,ENSG00000181904,C5orf24
15223,ENSG00000181908,LINC02724
15224,ENSG00000181915,ADO
15225,ENSG00000181924,COA4
15226,ENSG00000181927,OR4P4
15227,ENSG00000181929,PRKAG1
15229,ENSG00000181938,GINS3
15230,ENSG00000181939,OR4C15
15231,ENSG00000181943,OR4A21P
15232,ENSG00000181950,OR4A13P
15233,ENSG00000181958,OR4A15
15234,ENSG00000181961,OR4A16
15235,ENSG00000181963,OR52K2
15236,ENSG00000181965,NEUROG1
15238,ENSG00000181982,CCDC149
15239,ENSG00000181984,GOLGA8CP
15240,ENSG00000181991,MRPS11
15241,ENSG00000181995,LINC00301
15242,ENSG00000181997,AQP7P2
15244,ENSG00000182004,SNRPE
15245,ENSG00000182010,RTKN2
15246,ENSG00000182013,PNMA8A
15247,ENSG00000182021,LOC100996643
15248,ENSG00000182022,CHST15
15249,ENSG00000182035,ADIG
15250,ENSG00000182040,USH1G
15251,ENSG00000182048,TRPC2
15252,ENSG00000182050,MGAT4C
15253,ENSG00000182053,TRIM49B
15254,ENSG00000182054,IDH2
15256,ENSG00000182070,OR52A1
15257,ENSG00000182077,PTCHD3
15258,ENSG00000182083,OR6B2
15259,ENSG00000182087,TMEM259
15260,ENSG00000182093,GET1
15261,ENSG00000182095,TNRC18
15262,ENSG00000182103,FAM181B
15263,ENSG00000182107,TMEM30B
15264,ENSG00000182108,DEXI
15266,ENSG00000182111,ZNF716
15267,ENSG00000182117,NOP10
15268,ENSG00000182118,FAM89A
15269,ENSG00000182132,KCNIP1
15270,ENSG00000182134,TDRKH
15271,ENSG00000182141,ZNF708
15272,ENSG00000182149,IST1
15273,ENSG00000182150,ERCC6L2
15274,ENSG00000182154,MRPL41
15275,ENSG00000182156,ENPP7
15276,ENSG00000182158,CREB3L2
15277,ENSG00000182162,P2RY8
15278,ENSG00000182165,TP53TG1
15279,ENSG00000182168,UNC5C
15280,ENSG00000182170,MRGPRG
15281,ENSG00000182173,TSEN54
15282,ENSG00000182175,RGMA
15283,ENSG00000182177,ASB18
15284,ENSG00000182179,UBA7
15285,ENSG00000182180,MRPS16
15286,ENSG00000182183,SHISAL2A
15287,ENSG00000182185,RAD51B
15288,ENSG00000182187,CRYGB
15289,ENSG00000182195,LDOC1
15290,ENSG00000182196,ARL6IP4
15291,ENSG00000182197,EXT1
15292,ENSG00000182199,SHMT2
15293,ENSG00000182208,MOB2
15294,ENSG00000182218,HHIPL1
15295,ENSG00000182220,ATP6AP2
15296,ENSG00000182223,ZAR1
15297,ENSG00000182224,CYB5D1
15299,ENSG00000182240,BACE2
15300,ENSG00000182247,UBE2E2
15301,ENSG00000182253,SYNM
15302,ENSG00000182255,KCNA4
15303,ENSG00000182256,GABRG3
15305,ENSG00000182261,NLRP10
15306,ENSG00000182263,FIGN
15307,ENSG00000182264,IZUMO1
15308,ENSG00000182271,TMIGD1
15309,ENSG00000182272,B4GALNT4
15310,ENSG00000182287,AP1S2
15311,ENSG00000182307,C8orf33
15312,ENSG00000182308,DCAF4L1
15313,ENSG00000182310,SPACA6
15314,ENSG00000182315,MBD3L3
15315,ENSG00000182318,ZSCAN22
15316,ENSG00000182324,KCNJ14
15317,ENSG00000182325,FBXL6
15318,ENSG00000182326,C1S
15319,ENSG00000182327,GLTPD2
15320,ENSG00000182329,KIAA2012
15321,ENSG00000182330,PRAMEF8
15322,ENSG00000182333,LIPF
15323,ENSG00000182334,OR5P3
15324,ENSG00000182346,DAOA
15326,ENSG00000182348,ZNF804B
15328,ENSG00000182352,CD300LD-AS1
15329,ENSG00000182359,KBTBD3
15330,ENSG00000182362,YBEY
15331,ENSG00000182365,OR5F2P
15332,ENSG00000182366,FAM87A
15333,ENSG00000182372,CLN8
15334,ENSG00000182376,LOC339059
15335,ENSG00000182378,PLCXD1
15336,ENSG00000182379,NXPH4
15337,ENSG00000182383,RPL27AP5
15338,ENSG00000182389,CACNB4
15339,ENSG00000182393,IFNL1
15340,ENSG00000182397,DNM1P46
15341,ENSG00000182400,TRAPPC6B
15342,ENSG00000182405,PGBD4
15343,ENSG00000182415,CDY2A
15344,ENSG00000182446,NPLOC4
15345,ENSG00000182447,OTOL1
15346,ENSG00000182450,KCNK4
15347,ENSG00000182459,TEX19
15348,ENSG00000182463,TSHZ2
15349,ENSG00000182472,CAPN12
15350,ENSG00000182473,EXOC7
15351,ENSG00000182477,OR2B8P
15352,ENSG00000182481,KPNA2
15353,ENSG00000182484,WASH6P
15354,ENSG00000182487,NCF1B
15355,ENSG00000182489,XKRX
15356,ENSG00000182492,BGN
15357,ENSG00000182504,CEP97
15358,ENSG00000182508,LHFPL1
15359,ENSG00000182511,FES
15360,ENSG00000182512,GLRX5
15361,ENSG00000182518,FAM104B
15362,ENSG00000182521,TBPL2
15364,ENSG00000182533,CAV3
15365,ENSG00000182534,MXRA7
15366,ENSG00000182541,LIMK2
15367,ENSG00000182544,MFSD5
15368,ENSG00000182545,RNASE10
15369,ENSG00000182551,ADI1
15370,ENSG00000182552,RWDD4
15371,ENSG00000182557,SPNS3
15373,ENSG00000182566,CLEC4G
15374,ENSG00000182568,SATB1
15375,ENSG00000182574,CSGALNACT2P1
15376,ENSG00000182575,NXPH3
15377,ENSG00000182578,CSF1R
15378,ENSG00000182580,EPHB3
15379,ENSG00000182583,VCX
15381,ENSG00000182585,EPGN
15382,ENSG00000182586,LINC00334
15383,ENSG00000182591,KRTAP11-1
15384,ENSG00000182600,SNORC
15385,ENSG00000182601,HS3ST4
15386,ENSG00000182606,TRAK1
15387,ENSG00000182612,TSPAN10
15388,ENSG00000182613,OR2V2
15389,ENSG00000182621,PLCB1
15390,ENSG00000182621,LOC105372522
15392,ENSG00000182628,SKA2
15393,ENSG00000182631,RXFP3
15394,ENSG00000182632,CCNYL2
15395,ENSG00000182634,OR10G7
15396,ENSG00000182636,NDN
15397,ENSG00000182645,CCDC172
15398,ENSG00000182648,RNF32-DT
15400,ENSG00000182667,NTM
15401,ENSG00000182670,TTC3
15402,ENSG00000182674,KCNB2
15403,ENSG00000182676,PPP1R27
15404,ENSG00000182685,BRICD5
15405,ENSG00000182687,GALR2
15406,ENSG00000182698,RESP18
15407,ENSG00000182700,IGIP
15408,ENSG00000182704,TSKU
15410,ENSG00000182712,CMC4
15411,ENSG00000182718,ANXA2
15413,ENSG00000182732,RGS6
15414,ENSG00000182742,HOXB4
15415,ENSG00000182747,SLC35D3
15416,ENSG00000182749,PAQR7
15417,ENSG00000182752,PAPPA
15418,ENSG00000182759,MAFA
15419,ENSG00000182768,NGRN
15420,ENSG00000182771,GRID1
15421,ENSG00000182774,RPS17
15422,ENSG00000182776,LOC401589
15423,ENSG00000182782,HCAR2
15424,ENSG00000182783,OR2T29
15425,ENSG00000182791,CCDC87
15426,ENSG00000182793,GSTA5
15427,ENSG00000182795,C1orf116
15428,ENSG00000182796,TMEM198B
15429,ENSG00000182798,MAGEB17
15430,ENSG00000182809,CRIP2
15431,ENSG00000182810,DDX28
15433,ENSG00000182816,KRTAP13-2
15434,ENSG00000182824,FAM230E
15435,ENSG00000182827,ACBD3
15436,ENSG00000182831,HAPSTR1
15437,ENSG00000182836,PLCXD3
15438,ENSG00000182841,RRP7BP
15439,ENSG00000182853,VMO1
15440,ENSG00000182854,OR4F15
15441,ENSG00000182858,ALG12
15442,ENSG00000182866,LCK
15443,ENSG00000182870,GALNT9
15444,ENSG00000182871,COL18A1
15445,ENSG00000182872,RBM10
15446,ENSG00000182873,PRKCZ-AS1
15447,ENSG00000182885,ADGRG3
15448,ENSG00000182888,RPS27AP20
15449,ENSG00000182890,GLUD2
15450,ENSG00000182896,TMEM95
15451,ENSG00000182898,TCHHL1
15452,ENSG00000182899,RPL35A
15453,ENSG00000182901,RGS7
15454,ENSG00000182902,SLC25A18
15455,ENSG00000182903,ZNF721
15457,ENSG00000182916,TCEAL7
15458,ENSG00000182919,C11orf54
15460,ENSG00000182923,CEP63
15461,ENSG00000182931,WFDC10B
15462,ENSG00000182934,SRPRA
15463,ENSG00000182938,OTOP3
15464,ENSG00000182944,EWSR1
15465,ENSG00000182950,ODF3L1
15466,ENSG00000182952,HMGN4
15467,ENSG00000182957,SPATA13
15468,ENSG00000182963,GJC1
15470,ENSG00000182968,SOX1
15471,ENSG00000182973,CNOT10
15472,ENSG00000182974,OR4M2B
15473,ENSG00000182979,MTA1
15474,ENSG00000182983,ZNF662
15475,ENSG00000182985,CADM1
15476,ENSG00000182986,ZNF320
15477,ENSG00000182993,C12orf60
15478,ENSG00000183010,PYCR1
15479,ENSG00000183011,NAA38
15480,ENSG00000183018,SPNS2
15481,ENSG00000183019,MCEMP1
15482,ENSG00000183020,AP2A2
15484,ENSG00000183023,SLC8A1
15485,ENSG00000183024,OR1G1
15486,ENSG00000183032,SLC25A21
15487,ENSG00000183034,OTOP2
15488,ENSG00000183035,CYLC1
15489,ENSG00000183036,PCP4
15490,ENSG00000183044,ABAT
15491,ENSG00000183048,SLC25A10
15492,ENSG00000183049,CAMK1D
15493,ENSG00000183054,RGPD6
15495,ENSG00000183060,LYSMD4
15496,ENSG00000183066,WBP2NL
15497,ENSG00000183067,IGSF5
15498,ENSG00000183072,NKX2-5
15499,ENSG00000183077,AFMID
15500,ENSG00000183087,GAS6
15501,ENSG00000183090,FREM3
15502,ENSG00000183091,NEB
15503,ENSG00000183092,BEGAIN
15504,ENSG00000183098,GPC6
15505,ENSG00000183111,ARHGEF37
15506,ENSG00000183114,FAM43B
15507,ENSG00000183117,CSMD1
15509,ENSG00000183128,CALHM3
15511,ENSG00000183134,PTGDR2
15512,ENSG00000183137,CEP57L1
15513,ENSG00000183145,RIPPLY3
15515,ENSG00000183148,ANKRD20A2P
15516,ENSG00000183150,GPR19
15517,ENSG00000183153,GJD3
15518,ENSG00000183154,LOC102723701
15519,ENSG00000183155,RABIF
15520,ENSG00000183160,TMEM119
15521,ENSG00000183161,FANCF
15522,ENSG00000183166,CALN1
15524,ENSG00000183171,LOC643015
15525,ENSG00000183172,SMDT1
15526,ENSG00000183185,GABRR3
15527,ENSG00000183186,C2CD4C
15528,ENSG00000183196,CHST6
15529,ENSG00000183199,HSP90AB3P
15530,ENSG00000183206,POTEC
15531,ENSG00000183207,RUVBL2
15532,ENSG00000183208,GDPGP1
15533,ENSG00000183230,CTNNA3
15535,ENSG00000183242,WT1-AS
15536,ENSG00000183246,RIMBP3C
15537,ENSG00000183248,PRR36
15539,ENSG00000183250,LINC01547
15540,ENSG00000183251,OR51B4
15541,ENSG00000183255,PTTG1IP
15542,ENSG00000183258,DDX41
15543,ENSG00000183260,ABHD16B
15544,ENSG00000183269,OR52E8
15545,ENSG00000183273,CCDC60
15546,ENSG00000183281,PLGLB1
15547,ENSG00000183283,DAZAP2
15548,ENSG00000183287,CCBE1
15549,ENSG00000183291,SELENOF
15550,ENSG00000183292,PRSS40A
15551,ENSG00000183292,PRSS40B
15552,ENSG00000183298,RPSAP19
15553,ENSG00000183303,OR5P2
15554,ENSG00000183304,FAM9A
15555,ENSG00000183305,MAGEA2B
15556,ENSG00000183307,TMEM121B
15558,ENSG00000183309,ZNF623
15559,ENSG00000183310,OR2T34
15560,ENSG00000183313,OR52L1
15561,ENSG00000183317,EPHA10
15562,ENSG00000183318,SPDYE4
15563,ENSG00000183323,CCDC125
15564,ENSG00000183324,REC114
15565,ENSG00000183336,BOLA2
15566,ENSG00000183337,BCOR
15567,ENSG00000183340,JRKL
15568,ENSG00000183346,CABCOCO1
15569,ENSG00000183347,GBP6
15570,ENSG00000183354,KIAA2026
15571,ENSG00000183378,OVCH2
15572,ENSG00000183379,SYNDIG1L
15573,ENSG00000183385,TTTY8
15574,ENSG00000183386,FHL3
15575,ENSG00000183389,OR56A4
15576,ENSG00000183395,PMCH
15577,ENSG00000183396,TMEM89
15578,ENSG00000183397,TEKTIP1
15579,ENSG00000183401,CCDC159
15580,ENSG00000183421,RIPK4
15581,ENSG00000183423,LRIT3
15582,ENSG00000183426,NPIPA1
15583,ENSG00000183426,NPIPA2
15584,ENSG00000183431,SF3A3
15586,ENSG00000183434,TFDP3
15587,ENSG00000183439,TRIM61
15588,ENSG00000183444,OR7E38P
15589,ENSG00000183454,GRIN2A
15590,ENSG00000183458,PKD1P3
15591,ENSG00000183463,URAD
15592,ENSG00000183470,FLJ40288
15593,ENSG00000183474,GTF2H2C
15594,ENSG00000183475,ASB7
15595,ENSG00000183476,SH2D7
15596,ENSG00000183479,TREX2
15597,ENSG00000183484,GPR132
15598,ENSG00000183486,MX2
15599,ENSG00000183495,EP400
15600,ENSG00000183496,MEX3B
15601,ENSG00000183506,PI4KAP2
15602,ENSG00000183508,TENT5C
15603,ENSG00000183513,COA5
15605,ENSG00000183520,UTP11
15606,ENSG00000183527,PSMG1
15607,ENSG00000183530,PRR14L
15608,ENSG00000183535,COL18A1-AS1
15609,ENSG00000183542,KLRC4
15610,ENSG00000183549,ACSM5
15611,ENSG00000183559,C10orf120
15612,ENSG00000183560,IZUMO1R
15614,ENSG00000183566,BPIFA4P
15615,ENSG00000183569,SERHL2
15616,ENSG00000183570,PCBP3
15617,ENSG00000183571,PGPEP1L
15618,ENSG00000183576,SETD3
15619,ENSG00000183578,TNFAIP8L3
15620,ENSG00000183579,ZNRF3
15621,ENSG00000183580,FBXL7
15623,ENSG00000183597,TANGO2
15624,ENSG00000183598,H3C13
15625,ENSG00000183604,SMG1P5
15626,ENSG00000183605,SFXN4
15627,ENSG00000183607,GKN2
15628,ENSG00000183615,FAM167B
15629,ENSG00000183617,MRPL54
15630,ENSG00000183621,ZNF438
15631,ENSG00000183624,HMCES
15632,ENSG00000183625,CCR3
15633,ENSG00000183625,LOC105377067
15634,ENSG00000183628,DGCR6
15635,ENSG00000183629,GOLGA8G
15636,ENSG00000183631,PRR32
15637,ENSG00000183632,TP53TG3
15638,ENSG00000183632,LOC102723655
15639,ENSG00000183632,LOC102723713
15640,ENSG00000183638,RP1L1
15641,ENSG00000183640,KRTAP8-1
15642,ENSG00000183643,C15orf32
15643,ENSG00000183644,HOATZ
15644,ENSG00000183647,ZNF530
15645,ENSG00000183648,NDUFB1
15646,ENSG00000183654,MARCHF11
15647,ENSG00000183655,KLHL25
15648,ENSG00000183662,TAFA1
15650,ENSG00000183665,TRMT12
15651,ENSG00000183666,GUSBP1
15652,ENSG00000183668,PSG9
15653,ENSG00000183671,CMKLR2
15655,ENSG00000183682,BMP8A
15656,ENSG00000183684,ALYREF
15657,ENSG00000183688,RFLNB
15658,ENSG00000183690,EFHC2
15659,ENSG00000183691,NOG
15660,ENSG00000183695,MRGPRX2
15661,ENSG00000183696,UPP1
15662,ENSG00000183704,SLC9B1P1
15663,ENSG00000183706,OR4N4
15664,ENSG00000183709,IFNL2
15665,ENSG00000183715,OPCML
15666,ENSG00000183718,TRIM52
15667,ENSG00000183722,LHFPL6
15668,ENSG00000183723,CMTM4
15669,ENSG00000183726,TMEM50A
15671,ENSG00000183733,FIGLA
15672,ENSG00000183734,ASCL2
15673,ENSG00000183735,TBK1
15674,ENSG00000183741,CBX6
15675,ENSG00000183742,MACC1
15676,ENSG00000183747,ACSM2A
15677,ENSG00000183751,TBL3
15678,ENSG00000183753,BPY2
15679,ENSG00000183760,ACP7
15680,ENSG00000183762,KREMEN1
15681,ENSG00000183763,TRAIP
15682,ENSG00000183765,CHEK2
15683,ENSG00000183770,FOXL2
15684,ENSG00000183773,AIFM3
15685,ENSG00000183775,KCTD16
15686,ENSG00000183778,B3GALT5
15687,ENSG00000183779,ZNF703
15688,ENSG00000183780,SLC35F3
15689,ENSG00000183783,KCTD8
15690,ENSG00000183784,DOCK8-AS1
15691,ENSG00000183785,TUBA8
15693,ENSG00000183793,NPIPA5
15694,ENSG00000183795,BPY2B
15695,ENSG00000183798,EMILIN3
15696,ENSG00000183801,OLFML1
15697,ENSG00000183807,FAM162B
15698,ENSG00000183808,RBM12B
15699,ENSG00000183813,CCR4
15700,ENSG00000183814,LIN9
15701,ENSG00000183822,NCF4-AS1
15702,ENSG00000183826,BTBD9
15703,ENSG00000183828,NUDT14
15704,ENSG00000183831,ANKRD45
15705,ENSG00000183833,CFAP91
15706,ENSG00000183837,PNMA3
15707,ENSG00000183840,GPR39
15708,ENSG00000183844,FAM3B
15709,ENSG00000183850,ZNF730
15710,ENSG00000183853,KIRREL1
15711,ENSG00000183856,IQGAP3
15712,ENSG00000183862,CNGA2
15713,ENSG00000183864,TOB2
15714,ENSG00000183873,SCN5A
15715,ENSG00000183876,ARSI
15716,ENSG00000183878,UTY
15717,ENSG00000183888,SRARP
15719,ENSG00000183891,TTC32
15720,ENSG00000183908,LRRC55
15723,ENSG00000183914,DNAH2
15724,ENSG00000183918,SH2D1A
15725,ENSG00000183921,SDR42E2
15727,ENSG00000183935,HTR7P1
15728,ENSG00000183938,TRBV21OR9-2
15729,ENSG00000183943,PRKX
15730,ENSG00000183955,KMT5A
15731,ENSG00000183960,KCNH8
15732,ENSG00000183963,SMTN
15733,ENSG00000183971,NPW
15734,ENSG00000183977,PP2D1
15735,ENSG00000183978,COA3
15736,ENSG00000183979,NPB
15738,ENSG00000184005,ST6GALNAC3
15739,ENSG00000184007,PTP4A2
15740,ENSG00000184009,ACTG1
15741,ENSG00000184012,TMPRSS2
15742,ENSG00000184012,LOC124905021
15743,ENSG00000184014,DENND5A
15744,ENSG00000184022,OR2T10
15745,ENSG00000184029,DSCR4
15746,ENSG00000184032,KRTAP20-2
15747,ENSG00000184033,CTAG1B
15748,ENSG00000184047,DIABLO
15750,ENSG00000184056,VPS33B
15751,ENSG00000184058,TBX1
15752,ENSG00000184060,ADAP2
15754,ENSG00000184076,UQCR10
15755,ENSG00000184083,FAM120C
15757,ENSG00000184100,BRD7P2
15758,ENSG00000184106,TREML3P
15759,ENSG00000184108,TRIML1
15760,ENSG00000184110,EIF3C
15761,ENSG00000184111,RPL11P4
15762,ENSG00000184113,CLDN5
15763,ENSG00000184115,LOC100288570
15764,ENSG00000184117,NIPSNAP1
15765,ENSG00000184139,RPL7AP28
15766,ENSG00000184140,OR4F6
15767,ENSG00000184144,CNTN2
15768,ENSG00000184148,SPRR4
15769,ENSG00000184154,LRRC51
15770,ENSG00000184155,OR10J5
15771,ENSG00000184156,KCNQ3
15772,ENSG00000184160,ADRA2C
15773,ENSG00000184162,NR2C2AP
15774,ENSG00000184163,C1QTNF12
15775,ENSG00000184164,CRELD2
15776,ENSG00000184166,OR1D2
15777,ENSG00000184178,SCFD2
15778,ENSG00000184182,UBE2F
15779,ENSG00000184185,KCNJ12
15781,ENSG00000184194,GPR173
15782,ENSG00000184203,PPP1R2
15783,ENSG00000184205,TSPYL2
15784,ENSG00000184206,GOLGA6L4
15785,ENSG00000184207,PGP
15786,ENSG00000184208,C22orf46
15787,ENSG00000184209,SNRNP35
15788,ENSG00000184210,DGAT2L6
15789,ENSG00000184216,IRAK1
15790,ENSG00000184220,CMSS1
15791,ENSG00000184221,OLIG1
15792,ENSG00000184224,NDUFV1-DT
15793,ENSG00000184226,PCDH9
15794,ENSG00000184227,ACOT1
15795,ENSG00000184232,OAF
15796,ENSG00000184254,ALDH1A3
15798,ENSG00000184260,H2AC20
15799,ENSG00000184261,KCNK12
15800,ENSG00000184270,H2AC21
15801,ENSG00000184271,POU6F1
15803,ENSG00000184276,DEFB108B
15804,ENSG00000184277,TM2D3
15805,ENSG00000184281,TSSC4
15806,ENSG00000184292,TACSTD2
15807,ENSG00000184293,CLECL1P
15808,ENSG00000184302,SIX6
15810,ENSG00000184304,PRKD1
15811,ENSG00000184305,CCSER1
15812,ENSG00000184307,ZDHHC23
15813,ENSG00000184313,MROH7
15814,ENSG00000184319,RPL23AP7
15815,ENSG00000184319,RPL23AP82
15817,ENSG00000184330,S100A7A
15818,ENSG00000184343,SRPK3
15819,ENSG00000184344,GDF3
15820,ENSG00000184345,IQCF2
15821,ENSG00000184347,SLIT3
15822,ENSG00000184349,EFNA5
15823,ENSG00000184350,MRGPRE
15824,ENSG00000184351,KRTAP19-1
15825,ENSG00000184357,H1-5
15826,ENSG00000184361,SPATA32
15827,ENSG00000184363,PKP3
15828,ENSG00000184368,MAP7D2
15829,ENSG00000184371,CSF1
15830,ENSG00000184374,COLEC10
15831,ENSG00000184378,ACTRT3
15832,ENSG00000184381,PLA2G6
15833,ENSG00000184384,MAML2
15834,ENSG00000184385,UMODL1-AS1
15835,ENSG00000184388,PABPC1L2B
15836,ENSG00000184389,A3GALT2
15837,ENSG00000184394,OR4N5
15838,ENSG00000184402,SS18L1
15839,ENSG00000184408,KCND2
15842,ENSG00000184428,TOP1MT
